datetime, aapl , cash , commission , total ,returns, equity_curve 
11/5/2004," 977,322 "," 404,582 ", (81)," 1,381,904 ",0.4%, 1.38 
11/8/2004," 969,440 "," 404,582 ", (81)," 1,374,023 ",-0.6%, 1.37 
11/9/2004," 964,186 "," 404,582 ", (81)," 1,368,768 ",-0.4%, 1.37 
11/10/2004," 977,322 "," 404,582 ", (81)," 1,381,904 ",1.0%, 1.38 
11/11/2004," 987,831 "," 404,582 ", (81)," 1,392,413 ",0.8%, 1.39 
11/12/2004," 990,458 "," 404,582 ", (81)," 1,395,040 ",0.2%, 1.40 
11/15/2004," 985,204 "," 404,582 ", (81)," 1,389,786 ",-0.4%, 1.39 
11/16/2004," 979,949 "," 404,582 ", (81)," 1,384,531 ",-0.4%, 1.38 
11/17/2004," 979,949 "," 404,582 ", (81)," 1,384,531 ",0.0%, 1.38 
11/18/2004," 987,831 "," 404,582 ", (81)," 1,392,413 ",0.6%, 1.39 
11/19/2004," 985,204 "," 404,582 ", (81)," 1,389,786 ",-0.2%, 1.39 
11/22/2004," 1,095,547 "," 404,582 ", (81)," 1,500,129 ",7.9%, 1.50 
11/23/2004," 1,092,919 "," 404,582 ", (81)," 1,497,501 ",-0.2%, 1.50 
11/24/2004," 1,142,836 "," 404,582 ", (81)," 1,547,418 ",3.3%, 1.55 
11/26/2004," 1,153,345 "," 404,582 ", (81)," 1,557,927 ",0.7%, 1.56 
11/29/2004," 1,221,653 "," 404,582 ", (81)," 1,626,235 ",4.4%, 1.63 
11/30/2004," 1,198,008 "," 404,582 ", (81)," 1,602,590 ",-1.5%, 1.60 
12/1/2004," 1,211,144 "," 404,582 ", (81)," 1,615,726 ",0.8%, 1.62 
12/2/2004," 1,163,854 "," 404,582 ", (81)," 1,568,436 ",-2.9%, 1.57 
12/3/2004," 1,119,191 "," 404,582 ", (81)," 1,523,773 ",-2.8%, 1.52 
12/6/2004," 1,174,363 "," 404,582 ", (81)," 1,578,945 ",3.6%, 1.58 
12/7/2004," 1,121,819 "," 404,582 ", (81)," 1,526,401 ",-3.3%, 1.53 
12/8/2004," 1,129,700 "," 404,582 ", (81)," 1,534,282 ",0.5%, 1.53 
12/9/2004," 1,142,836 "," 404,582 ", (81)," 1,547,418 ",0.9%, 1.55 
12/10/2004," 1,163,854 "," 404,582 ", (81)," 1,568,436 ",1.4%, 1.57 
12/13/2004," 1,158,600 "," 404,582 ", (81)," 1,563,182 ",-0.3%, 1.56 
12/14/2004," 1,166,481 "," 404,582 ", (81)," 1,571,063 ",0.5%, 1.57 
12/15/2004," 1,163,854 "," 404,582 ", (81)," 1,568,436 ",-0.2%, 1.57 
12/16/2004," 1,187,499 "," 404,582 ", (81)," 1,592,081 ",1.5%, 1.59 
12/17/2004," 1,161,227 "," 404,582 ", (81)," 1,565,809 ",-1.7%, 1.57 
12/20/2004," 1,119,191 "," 404,582 ", (81)," 1,523,773 ",-2.7%, 1.52 
12/21/2004," 1,137,582 "," 404,582 ", (81)," 1,542,164 ",1.2%, 1.54 
12/22/2004," 1,137,582 "," 404,582 ", (81)," 1,542,164 ",0.0%, 1.54 
12/23/2004," 1,142,836 "," 404,582 ", (81)," 1,547,418 ",0.3%, 1.55 
12/27/2004," 1,127,073 "," 404,582 ", (81)," 1,531,655 ",-1.0%, 1.53 
12/28/2004," 1,145,464 "," 404,582 ", (81)," 1,550,046 ",1.2%, 1.55 
12/29/2004," 1,150,718 "," 404,582 ", (81)," 1,555,300 ",0.3%, 1.56 
12/30/2004," 1,155,972 "," 404,582 ", (81)," 1,560,554 ",0.3%, 1.56 
12/31/2004," 1,148,091 "," 404,582 ", (81)," 1,552,673 ",-0.5%, 1.55 
1/3/2005," 1,129,700 "," 404,582 ", (81)," 1,534,282 ",-1.2%, 1.53 
1/4/2005," 1,140,209 "," 404,582 ", (81)," 1,544,791 ",0.7%, 1.54 
1/5/2005," 1,150,718 "," 404,582 ", (81)," 1,555,300 ",0.7%, 1.56 
1/6/2005," 1,153,345 "," 404,582 ", (81)," 1,557,927 ",0.2%, 1.56 
1/7/2005," 1,234,789 "," 404,582 ", (81)," 1,639,371 ",5.2%, 1.64 
1/10/2005," 1,229,534 "," 404,582 ", (81)," 1,634,116 ",-0.3%, 1.63 
1/11/2005," 1,153,345 "," 404,582 ", (81)," 1,557,927 ",-4.7%, 1.56 
1/12/2005," 1,169,108 "," 404,582 ", (81)," 1,573,690 ",1.0%, 1.57 
1/13/2005," 1,245,298 "," 404,582 ", (81)," 1,649,880 ",4.8%, 1.65 
1/14/2005," 1,253,179 "," 404,582 ", (81)," 1,657,761 ",0.5%, 1.66 
1/18/2005," 1,261,061 "," 404,582 ", (81)," 1,665,643 ",0.5%, 1.67 
1/19/2005," 1,247,925 "," 404,582 ", (81)," 1,652,507 ",-0.8%, 1.65 
1/20/2005," 1,258,434 "," 404,582 ", (81)," 1,663,016 ",0.6%, 1.66 
1/21/2005," 1,258,434 "," 404,582 ", (81)," 1,663,016 ",0.0%, 1.66 
1/24/2005," 1,263,688 "," 404,582 ", (81)," 1,668,270 ",0.3%, 1.67 
1/25/2005," 1,284,706 "," 404,582 ", (81)," 1,689,288 ",1.3%, 1.69 
1/26/2005," 1,289,960 "," 404,582 ", (81)," 1,694,542 ",0.3%, 1.69 
1/27/2005," 1,295,215 "," 404,582 ", (81)," 1,699,797 ",0.3%, 1.70 
1/28/2005," 1,321,487 "," 404,582 ", (81)," 1,726,069 ",1.5%, 1.73 
1/31/2005," 1,371,404 "," 404,582 ", (81)," 1,775,986 ",2.9%, 1.78 
2/1/2005," 1,384,540 "," 404,582 ", (81)," 1,789,122 ",0.7%, 1.79 
2/2/2005," 1,421,321 "," 404,582 ", (81)," 1,825,903 ",2.1%, 1.83 
2/3/2005," 1,389,794 "," 404,582 ", (81)," 1,794,376 ",-1.7%, 1.79 
2/4/2005," 1,408,185 "," 404,582 ", (81)," 1,812,767 ",1.0%, 1.81 
2/7/2005," 1,408,185 "," 404,582 ", (81)," 1,812,767 ",0.0%, 1.81 
2/8/2005," 1,444,966 "," 404,582 ", (81)," 1,849,548 ",2.0%, 1.85 
2/9/2005," 1,405,557 "," 404,582 ", (81)," 1,810,139 ",-2.1%, 1.81 
2/10/2005," 1,397,676 "," 404,582 ", (81)," 1,802,258 ",-0.4%, 1.80 
2/11/2005," 1,450,220 "," 404,582 ", (81)," 1,854,802 ",2.9%, 1.85 
2/14/2005," 1,510,646 "," 404,582 ", (81)," 1,915,228 ",3.3%, 1.92 
2/15/2005," 1,578,953 "," 404,582 ", (81)," 1,983,535 ",3.6%, 1.98 
2/16/2005," 1,607,853 "," 404,582 ", (81)," 2,012,435 ",1.5%, 2.01 
2/17/2005," 1,568,444 "," 404,582 ", (81)," 1,973,026 ",-2.0%, 1.97 
2/18/2005," 1,550,054 "," 404,582 ", (81)," 1,954,636 ",-0.9%, 1.95 
2/22/2005," 1,521,155 "," 404,582 ", (81)," 1,925,737 ",-1.5%, 1.93 
2/23/2005," 1,573,699 "," 404,582 ", (81)," 1,978,281 ",2.7%, 1.98 
2/24/2005," 1,586,835 "," 404,582 ", (81)," 1,991,417 ",0.7%, 1.99 
2/25/2005," 1,589,462 "," 404,582 ", (81)," 1,994,044 ",0.1%, 1.99 
2/28/2005," 1,602,598 "," 404,582 ", (81)," 2,007,180 ",0.7%, 2.01 
3/1/2005," 1,589,462 "," 404,582 ", (81)," 1,994,044 ",-0.7%, 1.99 
3/2/2005," 1,573,699 "," 404,582 ", (81)," 1,978,281 ",-0.8%, 1.98 
3/3/2005," 1,492,255 "," 404,582 ", (81)," 1,896,837 ",-4.1%, 1.90 
3/4/2005," 1,529,036 "," 404,582 ", (81)," 1,933,618 ",1.9%, 1.93 
3/7/2005," 1,526,409 "," 404,582 ", (81)," 1,930,991 ",-0.1%, 1.93 
3/8/2005," 1,447,593 "," 404,582 ", (81)," 1,852,175 ",-4.1%, 1.85 
3/9/2005," 1,405,557 "," 404,582 ", (81)," 1,810,139 ",-2.3%, 1.81 
3/10/2005," 1,421,321 "," 404,582 ", (81)," 1,825,903 ",0.9%, 1.83 
3/11/2005," 1,437,084 "," 404,582 ", (81)," 1,841,666 ",0.9%, 1.84 
3/14/2005," 1,439,711 "," 404,582 ", (81)," 1,844,293 ",0.1%, 1.84 
3/15/2005," 1,463,356 "," 404,582 ", (81)," 1,867,938 ",1.3%, 1.87 
3/16/2005," 1,471,238 "," 404,582 ", (81)," 1,875,820 ",0.4%, 1.88 
3/17/2005," 1,508,019 "," 404,582 ", (81)," 1,912,601 ",2.0%, 1.91 
3/18/2005," 1,534,291 "," 404,582 ", (81)," 1,938,873 ",1.4%, 1.94 
3/21/2005," 1,560,563 "," 404,582 ", (81)," 1,965,145 ",1.4%, 1.97 
3/22/2005," 1,529,036 "," 404,582 ", (81)," 1,933,618 ",-1.6%, 1.93 
3/23/2005," 1,518,527 "," 404,582 ", (81)," 1,923,109 ",-0.5%, 1.92 
3/24/2005," 1,515,900 "," 404,582 ", (81)," 1,920,482 ",-0.1%, 1.92 
3/28/2005," 1,518,527 "," 404,582 ", (81)," 1,923,109 ",0.1%, 1.92 
3/29/2005," 1,489,628 "," 404,582 ", (81)," 1,894,210 ",-1.5%, 1.89 
3/30/2005," 1,529,036 "," 404,582 ", (81)," 1,933,618 ",2.1%, 1.93 
3/31/2005," 1,487,001 "," 404,582 ", (81)," 1,891,583 ",-2.2%, 1.89 
4/1/2005," 1,460,729 "," 404,582 ", (81)," 1,865,311 ",-1.4%, 1.87 
4/4/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/5/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/6/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/7/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/8/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/11/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/12/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/13/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/14/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/15/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/18/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/19/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/20/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/21/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/22/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/25/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/26/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/27/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/28/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
4/29/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/2/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/3/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/4/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/5/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/6/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/9/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/10/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/11/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/12/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/13/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/16/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/17/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/18/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/19/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/20/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/23/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/24/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/25/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/26/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/27/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
5/31/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/1/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/2/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/3/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/6/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/7/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/8/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/9/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/10/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/13/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/14/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/15/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/16/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/17/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/20/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/21/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/22/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/23/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/24/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/27/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/28/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/29/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
6/30/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/1/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/5/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/6/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/7/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/8/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/11/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/12/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/13/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/14/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/15/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/18/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/19/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/20/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/21/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/22/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/25/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/26/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/27/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/28/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
7/29/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/1/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/2/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/3/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/4/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/5/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/8/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/9/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/10/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/11/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/12/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/15/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/16/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/17/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/18/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/19/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/22/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/23/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/24/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/25/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/26/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/29/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/30/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
8/31/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
9/1/2005, -   ," 1,865,302 ", (90)," 1,865,302 ",0.0%, 1.87 
9/2/2005," 931,167 "," 932,643 ", (98)," 1,863,810 ",-0.1%, 1.86 
9/6/2005," 983,063 "," 932,643 ", (98)," 1,915,706 ",2.8%, 1.92 
9/7/2005," 980,098 "," 932,643 ", (98)," 1,912,741 ",-0.2%, 1.91 
9/8/2005," 1,002,339 "," 932,643 ", (98)," 1,934,982 ",1.2%, 1.93 
9/9/2005," 1,033,477 "," 932,643 ", (98)," 1,966,120 ",1.6%, 1.97 
9/12/2005," 1,034,960 "," 932,643 ", (98)," 1,967,603 ",0.1%, 1.97 
9/13/2005," 1,023,098 "," 932,643 ", (98)," 1,955,741 ",-0.6%, 1.96 
9/14/2005," 999,374 "," 932,643 ", (98)," 1,932,017 ",-1.2%, 1.93 
9/15/2005," 1,005,305 "," 932,643 ", (98)," 1,937,948 ",0.3%, 1.94 
9/16/2005," 1,031,994 "," 932,643 ", (98)," 1,964,637 ",1.4%, 1.96 
9/19/2005," 1,060,166 "," 932,643 ", (98)," 1,992,809 ",1.4%, 1.99 
9/20/2005," 1,072,028 "," 932,643 ", (98)," 2,004,671 ",0.6%, 2.00 
9/21/2005," 1,049,787 "," 932,643 ", (98)," 1,982,430 ",-1.1%, 1.98 
9/22/2005," 1,045,339 "," 932,643 ", (98)," 1,977,982 ",-0.2%, 1.98 
9/23/2005," 1,072,028 "," 932,643 ", (98)," 2,004,671 ",1.3%, 2.00 
9/26/2005," 1,085,373 "," 932,643 ", (98)," 2,018,016 ",0.7%, 2.02 
9/27/2005," 1,076,477 "," 932,643 ", (98)," 2,009,120 ",-0.4%, 2.01 
9/28/2005," 1,029,029 "," 932,643 ", (98)," 1,961,672 ",-2.4%, 1.96 
9/29/2005," 1,054,235 "," 932,643 ", (98)," 1,986,878 ",1.3%, 1.99 
9/30/2005," 1,079,442 "," 932,643 ", (98)," 2,012,085 ",1.3%, 2.01 
10/3/2005," 1,097,235 "," 932,643 ", (98)," 2,029,878 ",0.9%, 2.03 
10/4/2005," 1,082,408 "," 932,643 ", (98)," 2,015,051 ",-0.7%, 2.02 
10/5/2005," 1,063,132 "," 932,643 ", (98)," 1,995,775 ",-1.0%, 2.00 
10/6/2005," 1,040,890 "," 932,643 ", (98)," 1,973,534 ",-1.1%, 1.97 
10/7/2005," 1,033,477 "," 932,643 ", (98)," 1,966,120 ",-0.4%, 1.97 
10/10/2005," 1,014,201 "," 932,643 ", (98)," 1,946,844 ",-1.0%, 1.95 
10/11/2005," 1,039,408 "," 932,643 ", (98)," 1,972,051 ",1.3%, 1.97 
10/12/2005," 991,960 "," 932,643 ", (98)," 1,924,603 ",-2.4%, 1.92 
10/13/2005," 1,082,408 "," 932,643 ", (98)," 2,015,051 ",4.7%, 2.02 
10/14/2005," 1,088,339 "," 932,643 ", (98)," 2,020,982 ",0.3%, 2.02 
10/17/2005," 1,076,477 "," 932,643 ", (98)," 2,009,120 ",-0.6%, 2.01 
10/18/2005," 1,051,270 "," 932,643 ", (98)," 1,983,913 ",-1.3%, 1.98 
10/19/2005," 1,106,132 "," 932,643 ", (98)," 2,038,775 ",2.8%, 2.04 
10/20/2005," 1,131,338 "," 932,643 ", (98)," 2,063,981 ",1.2%, 2.06 
10/21/2005," 1,120,959 "," 932,643 ", (98)," 2,053,602 ",-0.5%, 2.05 
10/24/2005," 1,144,683 "," 932,643 ", (98)," 2,077,326 ",1.2%, 2.08 
10/25/2005," 1,129,856 "," 932,643 ", (98)," 2,062,499 ",-0.7%, 2.06 
10/26/2005," 1,149,131 "," 932,643 ", (98)," 2,081,774 ",0.9%, 2.08 
10/27/2005," 1,116,511 "," 932,643 ", (98)," 2,049,154 ",-1.6%, 2.05 
10/28/2005," 1,097,235 "," 932,643 ", (98)," 2,029,878 ",-0.9%, 2.03 
10/31/2005," 1,159,511 "," 932,643 ", (98)," 2,092,154 ",3.1%, 2.09 
11/1/2005," 1,158,028 "," 932,643 ", (98)," 2,090,671 ",-0.1%, 2.09 
11/2/2005," 1,208,441 "," 932,643 ", (98)," 2,141,084 ",2.4%, 2.14 
11/3/2005," 1,245,510 "," 932,643 ", (98)," 2,178,153 ",1.7%, 2.18 
11/4/2005," 1,232,165 "," 932,643 ", (98)," 2,164,808 ",-0.6%, 2.16 
11/7/2005," 1,212,890 "," 932,643 ", (98)," 2,145,533 ",-0.9%, 2.15 
11/8/2005," 1,206,959 "," 932,643 ", (98)," 2,139,602 ",-0.3%, 2.14 
11/9/2005," 1,211,407 "," 932,643 ", (98)," 2,144,050 ",0.2%, 2.14 
11/10/2005," 1,232,165 "," 932,643 ", (98)," 2,164,808 ",1.0%, 2.16 
11/11/2005," 1,239,579 "," 932,643 ", (98)," 2,172,222 ",0.3%, 2.17 
11/14/2005," 1,238,096 "," 932,643 ", (98)," 2,170,739 ",-0.1%, 2.17 
11/15/2005," 1,254,407 "," 932,643 ", (98)," 2,187,050 ",0.8%, 2.19 
11/16/2005," 1,307,786 "," 932,643 ", (98)," 2,240,429 ",2.4%, 2.24 
11/17/2005," 1,300,372 "," 932,643 ", (98)," 2,233,015 ",-0.3%, 2.23 
11/18/2005," 1,300,372 "," 932,643 ", (98)," 2,233,015 ",0.0%, 2.23 
11/21/2005," 1,309,268 "," 932,643 ", (98)," 2,241,911 ",0.4%, 2.24 
11/22/2005," 1,340,406 "," 932,643 ", (98)," 2,273,049 ",1.4%, 2.27 
11/23/2005," 1,352,268 "," 932,643 ", (98)," 2,284,911 ",0.5%, 2.28 
11/25/2005," 1,396,751 "," 932,643 ", (98)," 2,329,394 ",1.9%, 2.33 
11/28/2005," 1,402,682 "," 932,643 ", (98)," 2,335,325 ",0.3%, 2.34 
11/29/2005," 1,371,544 "," 932,643 ", (98)," 2,304,187 ",-1.3%, 2.30 
11/30/2005," 1,365,613 "," 932,643 ", (98)," 2,298,256 ",-0.3%, 2.30 
12/1/2005," 1,442,716 "," 932,643 ", (98)," 2,375,359 ",3.4%, 2.38 
12/2/2005," 1,463,474 "," 932,643 ", (98)," 2,396,117 ",0.9%, 2.40 
12/5/2005," 1,447,164 "," 932,643 ", (98)," 2,379,807 ",-0.7%, 2.38 
12/6/2005," 1,491,647 "," 932,643 ", (98)," 2,424,290 ",1.9%, 2.42 
12/7/2005," 1,490,164 "," 932,643 ", (98)," 2,422,807 ",-0.1%, 2.42 
12/8/2005," 1,493,129 "," 932,643 ", (98)," 2,425,772 ",0.1%, 2.43 
12/9/2005," 1,497,578 "," 932,643 ", (98)," 2,430,221 ",0.2%, 2.43 
12/12/2005," 1,509,440 "," 932,643 ", (98)," 2,442,083 ",0.5%, 2.44 
12/13/2005," 1,510,922 "," 932,643 ", (98)," 2,443,565 ",0.1%, 2.44 
12/14/2005," 1,450,130 "," 932,643 ", (98)," 2,382,773 ",-2.5%, 2.38 
12/15/2005," 1,454,578 "," 932,643 ", (98)," 2,387,221 ",0.2%, 2.39 
12/16/2005," 1,432,337 "," 932,643 ", (98)," 2,364,980 ",-0.9%, 2.36 
12/19/2005," 1,438,268 "," 932,643 ", (98)," 2,370,911 ",0.3%, 2.37 
12/20/2005," 1,453,095 "," 932,643 ", (98)," 2,385,738 ",0.6%, 2.39 
12/21/2005," 1,481,267 "," 932,643 ", (98)," 2,413,910 ",1.2%, 2.41 
12/22/2005," 1,491,647 "," 932,643 ", (98)," 2,424,290 ",0.4%, 2.42 
12/23/2005," 1,478,302 "," 932,643 ", (98)," 2,410,945 ",-0.6%, 2.41 
12/27/2005," 1,496,095 "," 932,643 ", (98)," 2,428,738 ",0.7%, 2.43 
12/28/2005," 1,482,750 "," 932,643 ", (98)," 2,415,393 ",-0.5%, 2.42 
12/29/2005," 1,439,750 "," 932,643 ", (98)," 2,372,393 ",-1.8%, 2.37 
12/30/2005," 1,448,647 "," 932,643 ", (98)," 2,381,290 ",0.4%, 2.38 
1/3/2006," 1,506,474 "," 932,643 ", (98)," 2,439,117 ",2.4%, 2.44 
1/4/2006," 1,510,922 "," 932,643 ", (98)," 2,443,565 ",0.2%, 2.44 
1/5/2006," 1,499,060 "," 932,643 ", (98)," 2,431,703 ",-0.5%, 2.43 
1/6/2006," 1,537,612 "," 932,643 ", (98)," 2,470,255 ",1.6%, 2.47 
1/9/2006," 1,531,681 "," 932,643 ", (98)," 2,464,324 ",-0.2%, 2.46 
1/10/2006," 1,629,542 "," 932,643 ", (98)," 2,562,185 ",4.0%, 2.56 
1/11/2006," 1,690,335 "," 932,643 ", (98)," 2,622,978 ",2.4%, 2.62 
1/12/2006," 1,697,749 "," 932,643 ", (98)," 2,630,392 ",0.3%, 2.63 
1/13/2006," 1,724,438 "," 932,643 ", (98)," 2,657,081 ",1.0%, 2.66 
1/17/2006," 1,706,645 "," 932,643 ", (98)," 2,639,288 ",-0.7%, 2.64 
1/18/2006," 1,662,163 "," 932,643 ", (98)," 2,594,806 ",-1.7%, 2.59 
1/19/2006," 1,592,474 "," 932,643 ", (98)," 2,525,117 ",-2.7%, 2.53 
